Carpeta;Nombre del archivo;Planta_Inglés;Estado_Ingles;Planta_Español;Estado_Español;Planta_Estado
Corn_sick;31104df7-10fe-4dea-a3fe-2c65ecbf2b1f___RS_NLB 3991.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;32a99994-e15d-460c-818c-4b02afa5c880___RS_NLB 4179.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;97173da1-f3d9-4b42-8e86-3f2a066c1704___RS_GLSp 4449.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1827.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_182_RS_Rust 2497.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;dca191ee-4869-454f-a67e-6af114398edf___RS_NLB 3647.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2490.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2484.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;782d68b3-4619-4a4b-865f-7071d2552500___RS_GLSp 4593.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1833.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;c740d42c-29fd-49cd-a941-afd8429b1f28___RS_GLSp 4688.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;cc76de91-e4bf-4d71-a74f-0f2a28ce7f9b___RS_NLB 4013.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;94c9fcc4-a643-4a7e-b56e-5a952bb7c791___RS_NLB 3999.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_723_48d6bed0-2514-4d2a-b207-ebff452a62a8___RS_NLB 4269 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_462_RS_Rust 2062.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;35aaee78-3936-4cf4-87cd-5fd74a1d031b___RS_NLB 3889.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2651.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_424_d5ecb0c7-cdd5-46f4-bced-94f35423a245___RS_NLB 4194.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2137.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;5736fa21-65b4-4068-88a4-7913a4d75769___RS_NLB 3888.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_534_7cb45f15-0315-4cb4-88fa-c0bcef1a5a73___RS_NLB 0777.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2123.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_609_c72b436a-2b40-4e4c-8a87-275ec5c90bea___RS_NLB 0827.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_335_RS_Rust 2615.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2645.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;2b13f4ca-099f-46c1-8c5f-381d025127cb___RS_NLB 4240.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_87_b044fcc0-9215-42c8-beac-4e67b1e7eee0___RS_NLB 3523.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_77_36f36ace-ecdb-49af-b1ec-a29d8b0ae918___RS_NLB 3836 copy.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;3138c754-7a79-4d77-8556-edbbf78184d4___RS_NLB 4084.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;966ea8fb-bc23-4161-810b-8c2251c6a1cc___RS_GLSp 4474.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_198_81a4c5ce-8c96-43e6-8391-415465688419___RS_GLSp 9274.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;792d473d-472a-43df-b0e1-dba9ab94edd5___RS_GLSp 4330.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2679.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2692.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_567_RS_Rust 2208.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;d77fa827-9282-439b-8e87-5759c64cc852___RS_NLB 4285.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;1517209e-897b-4ad5-b43a-8c9a8573c862___RS_NLB 4156.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;1987a377-5cf3-4b21-85af-a738b76cd0ee___RS_NLB 3886.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2686.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_221_RS_Rust 1847.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_374_RS_Rust 2464.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;c6df65ae-6f54-4962-a7f3-cc21fd3e5b4d___RS_GLSp 3810 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_354_bc43c710-9fa2-44a2-8420-94c71c01c2c6___RS_GLSp 7278.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_152_4f3406d0-c000-40ea-91e2-0e41d69f668b___RS_GLSp 4458.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;e59d2407-e225-47d5-96a7-6cdcc3868499___RS_NLB 4100.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_599_571927a9-3b0a-4c5e-be0b-a3c9859d66fa___RS_NLB  4443 copy 3.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2725.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2043.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2057.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2731.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2719.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;5d204d2a-292f-4862-a704-cb03145ca5b1___RS_NLB 4057.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;869f3ccf-c9f3-44f8-8214-4a513d4eb2df___RS_NLB 0779.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_694_RS_Rust 1836.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;b0e09c66-6c79-46d4-9eae-26a2870e9f26___RS_GLSp 9270.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1576.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;8c84fa5e-9ec4-4bdc-a6da-5f817d0461c8___RS_NLB 3931 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;ee8c711f-3aa3-45b8-95e4-c63f86929ab1___RS_GLSp 4444.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_683_RS_Rust 2516.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;1955cc33-ecd0-4853-9743-3620d815bbfd___RS_NLB 3577.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1589.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2080.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2094.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;d1fbc905-f7df-4f45-b228-0a94b00f16ee___RS_NLB 3488.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;0db9d2c1-46d7-4cce-aa6a-299ad6fd367d___RS_NLB 3608.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aab5319c-f249-41e2-86c1-ce96c4c89ca0___RS_NLB 3504.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;4376c828-f03e-4953-a2db-bd6405eadc68___RS_NLB 4061 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_744_aa264c7c-cdcf-4a82-aafb-65e9f076feea___RS_GLSp 4327.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1990.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1748.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2241.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;f69b1b10-dd7f-44c0-b084-1959316e4f2a___RS_NLB 3955 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2527.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_68_05a7db2d-66b0-4a03-baad-730d04226aba___RS_NLB 4051.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;f81a1119-4ccb-46b6-aff7-29998828be59___RS_NLB 4187.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_158_RS_Rust 2038.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2533.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;05a7db2d-66b0-4a03-baad-730d04226aba___RS_NLB 4051.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2255.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1984.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;7fc13d9f-316e-41ff-b216-5665c08357e6___RS_NLB 0784.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_60_d3e6dd24-b056-4371-90c9-ee41bdbfbe71___RS_NLB 3788 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1774.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;9fa592aa-6724-4d4d-b00c-9f933918ab92___RS_NLB 3785.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1760.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2269.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2282.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;b7cc5fb5-a617-4137-bd5f-2236413ec4bc___RS_NLB 3794.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_581_RS_Rust 2630.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1947.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2296.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;b0a2b2fe-4113-4498-9350-ef9580d7bed6___RS_NLB 3832.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;c5f896e0-5526-4016-b74e-65c6f8629e8a___RS_NLB 3593.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_716_11b9b0d7-738b-407b-8ca4-4c6500e6aebd___RS_NLB 3892.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;3103f262-0222-41f6-9ce3-8f18e8aa855c___RS_NLB 4243.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_313_RS_Rust 2431.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;dc6a4225-a2a5-4eb8-bd41-852c00def800___RS_GLSp 4388.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;87ae7169-5770-493e-93c2-761f6e885bad___RS_NLB 0816.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;6150b5d0-047c-4f46-8832-9760d8359730___RS_NLB 3669.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;c47c1b5d-7527-4f1c-a3b0-8d737c5ccbaf___RS_GLSp 4457.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;34044e49-72de-456b-8a9f-668a89f9d3cf___RS_NLB 3905.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2297.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1946.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1952.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2283.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_270_RS_Rust 2241.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_222_ed3a9e57-8d8c-471c-bb5a-7ef5a205bc19___RS_NLB 3711.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_578_RS_Rust 2630.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_116_RS_Rust 1961.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2268.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;03c4fb76-81ce-4430-9927-9df7aad2c9e3___RS_NLB 3602.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;7415a13d-68cb-4e1f-bf40-c869c54fe702___RS_GLSp 4511.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1761.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;9986cb1f-ac94-4f95-b9a1-3815296b66cb___RS_NLB 3806 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1775.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;0f08ab4f-caf6-4e50-a399-000e4e9841a0___RS_GLSp 4623.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;e9b6bee3-c097-4823-b057-c7ed167f072c___RS_NLB 4151.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;d9b6d600-26a3-4f19-9489-4d8be835782a___RS_GLSp 4425.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_738_27fcbe5e-c444-4516-b936-c95871a2e2c4___RS_NLB 3533 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2532.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;638d3d39-85a8-4e52-8a6b-e04f12fc8ce9___RS_NLB 4016.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;75c57507-6463-4886-8195-b1319c434ef7___RS_GLSp 4390.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_163_ff8671f5-09be-49d7-8093-2707c3a32489___RS_GLSp 4620.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1985.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;381bb492-a362-4423-8e51-f59050a82d83___RS_NLB 3981.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_696_e5021ce3-49e4-4b43-88e4-fdb1d98ede70___RS_GLSp 4695.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2254.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;a27ab77f-274b-4785-95f7-4844aa141c32___RS_GLSp 9353.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2240.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1749.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1991.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;0e4a16ba-4a67-4d0d-8c54-79108e3ddae2___RS_NLB 4165.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2526.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;ea9ba5b2-e8e7-48c8-ac16-d594a9e5cc51___RS_NLB  4443 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;f06ca1ec-25c8-4d0f-ae7c-6bb0ffb7e0b0___RS_NLB 3584.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_636_RS_Rust 2522.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;ff8671f5-09be-49d7-8093-2707c3a32489___RS_GLSp 4620.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;b3a3ae35-860d-4d65-af43-faa13c3d2834___RS_GLSp 9272.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_46_RS_Rust 2340.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2095.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_471_98d0dbe1-2532-419e-9cc4-1ef0da68fb0e___RS_GLSp 4452.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;d40ae12e-eb1f-405e-b266-8a9970f4cd75___RS_NLB 3874.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2081.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_444_346e5b39-b83e-4b5f-a02b-bc01fc230842___RS_GLSp 4311.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1588.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1563.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;a87efc8b-924b-4b99-820a-c4738bbdc446___RS_NLB 4259.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_461_37ebdf5b-d6db-4a9b-a5b2-1f16eb266f92___RS_NLB 4060.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_591_cc115c6f-75d2-4fae-b6f9-a1eaa80fb68e___RS_GLSp 9284.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;9d3711f5-7b4a-4d56-8455-f092daf27a01___RS_GLSp 4306.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;3e52b140-6513-4a97-8ee8-9935a7d4b8b8___RS_GLSp 9279.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;3f7bc1d3-ac03-4c5b-99e5-3164830cdd7d___RS_NLB 3950.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2718.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;d1f96a7c-c108-45a4-82f6-ffe84b0d081f___RS_GLSp 9304.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;b525d51d-7e0b-4999-ae36-272ddd899fbb___RS_NLB 3737.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 1577.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;08afb40d-4814-481d-a0a7-760034a2e81b___RS_NLB 3657.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2056.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;df1c48d9-2413-4d2d-8a0a-b60a708d32f2___RS_NLB 3955.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_169_RS_Rust 2572.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2730.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_515_RS_Rust 1640.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2724.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;c1ebd059-b3f2-4cf4-b382-42d1e1d56f56___RS_GLSp 4510.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;9f9d4aba-57b8-4c76-9d3f-f029e1728461___RS_NLB 4135.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aa2c6e9d-ce0f-4883-8b49-45412e96478d___RS_GLSp 7306.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2042.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_100_RS_Rust 2027.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_603_79d78748-a6b6-489f-813d-5bceb0e9988b___RS_NLB 3666.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;671065f1-731f-45fa-9c11-3e0080f79ff3___RS_GLSp 4344.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_133_RS_Rust 1757.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;e83678ff-832f-45eb-b95b-766701e6c051___RS_GLSp 9285.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;b3e0815f-d7dc-4481-850e-53d917c244d7___RS_NLB 3569.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;ef51615e-208a-4af4-a392-29abe4c5d008___RS_NLB 4062 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;cbbfa41d-6452-4d3c-8f95-340ff1a00ed6___RS_NLB 0807.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2687.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;e415586a-efd4-402a-90dc-5a417ba95313___RS_GLSp 4448.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2693.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;e2fc31a8-6b0e-4c15-9fba-2024d2295827___RS_NLB 4229.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;f3141371-5c55-4cf4-988a-6c322de0c6ec___RS_NLB 3486 copy 2.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2678.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;598ba05d-f9b0-46da-803f-ed4276534ede___RS_GLSp 4414.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2122.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2644.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2650.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;f8dafa02-edfb-4fc6-bea1-a51cab4d4111___RS_GLSp 4472 copy.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_230_98f774a9-df98-45d1-903a-b0c4f6fe6b59___RS_NLB 4211.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;RS_Rust 2136.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;3af22715-5f08-4b3b-8c88-6264a73accba___RS_GLSp 7293.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_49_eca81238-4c71-4982-a1a7-80c16852c299___RS_GLSp 4467 copy.jpg;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;aug_532_ed87978b-71f0-4ab8-b1d3-e7038c0dfa16___RS_NLB 3494.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;72b09e95-0595-408e-8167-d765d21c6766___RS_NLB 3585.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;cf3d2eeb-aa81-4956-bd18-fa7e10e8ba25___RS_NLB 4085.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
Corn_sick;d63f0a92-e489-4acd-b5df-847a83172abc___RS_GLSp 4607.JPG;Corn;sick;Maíz;Enferma;Maíz_Enferma
