Carpeta;Nombre del archivo;Planta;Enfermedad Inglés;Saludable;Planta_Estado;Planta Español;Planta_Estado_Español;Nombre traducido por GPT;Nombre Coloquial en Colombia;Nombre Coloquial en TV
Potato__Early_blight;3ebc2af4-fe74-4918-b46f-09ec268884ef___RS_Early.B 7856.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;dc34096f-8974-4a76-8d15-42ee86038015___RS_Early.B 6734.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;ee8df9d4-1893-49a4-b2e9-aee2b1e85ca0___RS_Early.B 6926.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;e8db5472-3858-478a-b1ae-9198329a49a5___RS_Early.B 7528.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;6f8dfa1b-8c6f-4be6-93ff-e9180dde7357___RS_Early.B 6914.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;349730da-a627-4da6-90d5-707c4a3dba88___RS_Early.B 7553.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;c8a008b3-a81d-410c-97aa-94e92118e572___RS_Early.B 7616.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;5fd6c76a-1e89-4991-9991-2b61670d5175___RS_Early.B 8208.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;98d40b59-5c50-45b6-9b8b-268c40547334___RS_Early.B 8031.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;5a6f3209-223e-43e5-8680-41dd3d5091ce___RS_Early.B 7288.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;aa7e5986-6fa1-4b25-9861-cbae56886280___RS_Early.B 8545.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;0c4f6f72-c7a2-42e1-9671-41ab3bf37fe7___RS_Early.B 6752.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;9cb0c796-fde2-406b-87fe-3926b722f8f7___RS_Early.B 8300.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;544b5324-f697-4af8-90d4-47b7b86691c6___RS_Early.B 7028.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;a02f78b3-da52-400a-ab11-7184df9ea485___RS_Early.B 8403.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;c5b121ff-fc3c-406a-8127-2a7e413a0903___RS_Early.B 9006.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;2cf993b6-98e7-4678-aea5-9177ea3b63bd___RS_Early.B 7692.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;dc6516c4-a74c-465f-85a1-55608ee518da___RS_Early.B 8843.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;13cfb9dc-8951-44c0-8c16-e96fd6ccc659___RS_Early.B 7070.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;7a04081f-dd48-4a84-b7c1-611a50ae7886___RS_Early.B 8019.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;e5d559da-71d8-4999-9d5a-05da9e6bf12e___RS_Early.B 7491.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;31290247-3f4f-445d-8bad-20d7dccbf979___RS_Early.B 7019.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;caf7512b-4e4e-44fc-ae7d-8544168cf903___RS_Early.B 7120.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;b29e0fdf-c39f-4b3a-b12f-c693374f15cf___RS_Early.B 8820.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;1d466431-007d-4b3b-bd45-b09f1a6f7bad___RS_Early.B 8932.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;4da46a9d-7709-4528-acc3-a7be6ace3714___RS_Early.B 7187.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;43ddad18-d70a-49d3-97d6-9a5f82ddeecd___RS_Early.B 9069.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;2639ad26-c7e9-4bd6-8000-c002f676a4c6___RS_Early.B 7150.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;336e5156-8947-46a7-a6fb-e993255d9091___RS_Early.B 8085.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;bb3d6df0-683e-4f04-afaf-277a36edad6c___RS_Early.B 9070.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;3a97c74a-3d6e-4cd9-86e0-10a8e716e7b5___RS_Early.B 8422.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;ae25f262-234e-4ee1-96ad-3e47ddfbea9d___RS_Early.B 6670.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;c8dedd98-c5d7-4ef4-b4f4-70d0bae0e178___RS_Early.B 7128.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;a6995958-6344-4d37-9b99-d3bc3d40ab67___RS_Early.B 7210.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;654aaf22-e23a-441d-ad57-914843a36c64___RS_Early.B 7924.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;d825093a-2bd7-458d-a9a1-036db6c08dec___RS_Early.B 9018.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;8b5e48c6-7fac-4c87-bae4-6dd4ca5d110d___RS_Early.B 8905.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;1d038d64-7f3c-4b4d-9b3d-7736f97b59a0___RS_Early.B 7994.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;a41c6816-0755-4e55-b589-42b665a97a02___RS_Early.B 7064.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;9cba8b9a-68a7-483a-bc77-6bacbbe7fc46___RS_Early.B 7588.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;159f49c5-8d80-41cb-b730-333fdefdff62___RS_Early.B 7301.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;d1072068-911c-4656-8bf2-e662982199e1___RS_Early.B 8141.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;24fb74df-0aa9-4e89-9ba4-55a4664438ab___RS_Early.B 8634.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;2b1718b3-c951-4f24-b6ec-4eb7df77c913___RS_Early.B 7475.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;c3d68a2f-0c7a-4060-bfc4-8baf01d3f2fe___RS_Early.B 8010.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;6b8024be-e45f-459f-9817-8d6fb0dda89a___RS_Early.B 6904.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;4ddd0823-ecf4-4a0b-81d5-9844705e5694___RS_Early.B 8936.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;419611a4-5597-43d6-ae92-c3c09bc549d7___RS_Early.B 7182.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;6fdee580-fa84-4ea7-b54a-048919765284___RS_Early.B 8187.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;cf38c261-5bae-4b5d-92b4-16c634557d2a___RS_Early.B 7169.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;66c5930d-2169-4ec1-9919-28088d5447f7___RS_Early.B 8822.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;73cf20a6-b2c4-4302-a664-c43dccb78cfb___RS_Early.B 6930.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;b7157976-61c2-4366-87c5-e3de23aa7c10___RS_Early.B 7227.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;78313ae7-3589-4d23-a5b6-0457e500bd1a___RS_Early.B 6768.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;fbbe7b93-e6da-4dc8-b1ee-ba5646a5e039___RS_Early.B 8216.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;29508e75-1a9d-4838-b929-cf42f8638e83___RS_Early.B 6782.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;fbc1b154-7b53-4ac5-ad3a-5e9e5078a289___RS_Early.B 7551.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;232c8d25-3bfe-41ea-b24f-2b3629a0253a___RS_Early.B 9200.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;dc3e6480-10c2-429b-bd9a-b8dd7d538594___RS_Early.B 8061.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;b05850b8-bfb9-487d-b0ba-8f406eba933e___RS_Early.B 6936.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;2b982641-10ea-4426-874f-509e6377ff59___RS_Early.B 7663.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;8493b49f-1b73-4d5c-b6f9-ae9a41091643___RS_Early.B 6720.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;1e671694-5713-4568-b8ad-06f15688d25e___RS_Early.B 7659.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;f0cdbf74-8401-48d1-b1cc-94862e1a4452___RS_Early.B 7447.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;1cb05d87-027d-4bf0-b5c4-4c1a57896ac6___RS_Early.B 7936.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;320be8ee-2f9a-48f2-86fa-1c1d993a2fe2___RS_Early.B 8186.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;64e41485-8bd1-4b5d-9482-023eb07d8a89___RS_Early.B 9078.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;0604174e-3018-4faa-9975-0be32d2c0789___RS_Early.B 7123.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;c17c36ed-c36f-42d4-812d-3b17158063d3___RS_Early.B 8398.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;0f223bbc-d2b4-4d58-8314-359d92d0102b___RS_Early.B 8052.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;8f6d9148-ae73-42cc-be78-baca869d1543___RS_Early.B 6805.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;028f9b73-142f-499a-9c7b-d7c1ed5e5506___RS_Early.B 8546.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;2c0e712a-fb21-44b6-bbe1-7c67cec7b965___RS_Early.B 7084.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;042135e2-e126-4900-9212-d42d900b8125___RS_Early.B 8791.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;bac19c19-ab8b-466a-a317-56c1f35fb082___RS_Early.B 7141.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;f3ad73cc-2e88-4157-97ea-d57d87c5760c___RS_Early.B 6687.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;6cd05602-f131-47a3-a7ef-f328a13e4f1e___RS_Early.B 7079.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;b95c05a8-2d70-4af5-a384-5b5b4450b7c6___RS_Early.B 7724.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;b1b3c9c7-a4b9-4048-be45-fa9c5e507c66___RS_Early.B 7466.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;8ee79bf1-78d0-4c93-b42c-301d54e64f41___RS_Early.B 8388.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;12a7bc09-8d7f-4790-8046-6e3f12f71399___RS_Early.B 7973.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;9c77f930-5d28-4b1f-8274-30c2c2dc82fb___RS_Early.B 8347.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;2d149f7a-4b0a-40a6-8d0b-1d1f14e5e696___RS_Early.B 9143.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;a29559c6-1d80-4486-a3c9-26986d6e28e0___RS_Early.B 6890.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;fba7a41d-25df-4a1c-93d1-98d62e3376e0___RS_Early.B 8207.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;048d18ae-98b1-484d-97da-5a0e69b9ebc1___RS_Early.B 6845.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;3de47a70-4a74-462f-8b56-2088507be4ef___RS_Early.B 8832.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;9846eead-9fc1-4c35-8b63-1adfbdf0b118___RS_Early.B 8325.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;f980fef9-bcf5-47fd-8426-2c503dc35f88___RS_Early.B 6745.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;593de3cd-1e2e-4943-b5f3-ef9d5d857894___RS_Early.B 8336.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;64ced002-f0b1-42b2-b448-b7b3655e38c1___RS_Early.B 9010.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;d0be9a48-d0f6-4d34-9c80-3eb7631e2d8d___RS_Early.B 8143.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;4b484f0f-82dc-45d1-a5b6-72c8a6a96323___RS_Early.B 7262.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;a50c5f93-a5db-4eaf-9d82-2e420d2351e7___RS_Early.B 7060.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;d91d88d1-89d4-4017-b0f0-9e875bedfcab___RS_Early.B 7201.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;d829c0d8-016e-4337-b80f-bb1f329b1d4d___RS_Early.B 8797.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;5c43b799-a722-4209-b571-2a7ca23de273___RS_Early.B 7321.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;69a20537-e5fd-4f1e-8800-ef9aa4fa4766___RS_Early.B 8111.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;de1ff62e-87aa-420a-9eeb-cb0e3475e84d___RS_Early.B 6918.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;ec6b34ed-69c6-466a-81a9-4ca18eb25275___RS_Early.B 7038.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;6a90d533-28ad-4e1b-935b-8d2dfa804c87___RS_Early.B 8213.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;357b61ef-a56b-4207-aa26-161b0ef3e635___RS_Early.B 8492.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;64cab763-3fa2-483c-abc6-1d203f26f88e___RS_Early.B 6671.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;a6dbc59a-ca8a-40e0-a896-3e2270d771bb___RS_Early.B 7195.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;f217f3ba-56fa-4f97-bf9a-07697e08e845___RS_Early.B 9161.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;cf3169aa-b842-46ed-bb1a-3e02b6858c86___RS_Early.B 7566.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;4a4847c4-c393-4772-8035-e39b472e179b___RS_Early.B 7167.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;6f37a2b1-e63c-4d82-aec2-9ff036473867___RS_Early.B 7585.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;002a55fb-7a3d-4a3a-aca8-ce2d5ebc6925___RS_Early.B 8170.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;37da60b5-9c33-4fe7-95d4-3a2db2a7702b___RS_Early.B 8359.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;a2fe15c2-1900-4fbd-9e69-771b1693cc68___RS_Early.B 7398.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;c91060f7-f9dd-4930-ad0a-8a4a6bd803d2___RS_Early.B 7869.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;610fd102-fd1b-45c3-978b-68c65d432382___RS_Early.B 7819.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;606e216d-f0b8-4ef3-9bf1-2bee85a13361___RS_Early.B 7094.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;2ebb14eb-0e87-468c-a1cb-80579a77a37a___RS_Early.B 7044.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;53e30623-2023-4bbf-b904-ba39426f8628___RS_Early.B 7613.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;203357f4-1deb-42b2-99ed-32df34aa166c___RS_Early.B 6780.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;65f6e2f1-300b-42f0-bcc8-467753411947___RS_Early.B 7591.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;73d47ccd-4f15-4d93-90d1-5c35dbedd91e___RS_Early.B 7567.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;da3115aa-a34b-42b2-97a9-9a1922770c8d___RS_Early.B 6708.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;07baabd8-e118-47dd-9d8d-132d4347836a___RS_Early.B 8555.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;5fbff81d-eeaf-430f-ba94-df6a92c7b8e2___RS_Early.B 6816.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;f917c191-cca4-4a78-8238-a40b586f9058___RS_Early.B 7945.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;dc2775b9-e62e-4fe5-921f-e1cf5c4e2fe4___RS_Early.B 6942.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;044c3abc-0bc9-45fb-8fd5-094aeb605f90___RS_Early.B 8044.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;848336c4-eaad-47e7-8458-5e80d5520d05___RS_Early.B 7729.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;5888d397-4e83-4fac-bcf7-0de778966d36___RS_Early.B 7418.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;d3240683-1636-4373-84aa-01ce594c19a0___RS_Early.B 8340.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
Potato__Early_blight;dcc46f93-d842-496d-980b-4b29a00551d5___RS_Early.B 8424.JPG;Potato;Early_blight;No;Potato_sick;Papa;Papa_Enferma;Tizón temprano;Quemado de la papa;Hongo
