Carpeta,Nombre del archivo,Planta,Condición,Saludable
cauliflower-downy_mildew,cauliflower_Downy Mildew. (26).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (71).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (67).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (22).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (88).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (30).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (100).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (116).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (141).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (136).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (92).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (84).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (120).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (2).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (47).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (20).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (10).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (51).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (50).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (24).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (11).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (19).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (46).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (3).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (121).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (85).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (93).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (137).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (140).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (117).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (101).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (8).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (31).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (66).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (89).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (70).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (27).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (26).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (143).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (114).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (102).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (17).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (49).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (4).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (32).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (65).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (73).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (138).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (24).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (53).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (118).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (12).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (31).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (6).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (45).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (15).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (122).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (86).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (69).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (90).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (28).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (28).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (134).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (135).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (29).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (11).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (91).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (87).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (68).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (123).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (1).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (44).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (13).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (119).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (52).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (2).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (25).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (139).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (72).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (64).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (33).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (48).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (103).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (115).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (142).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (13).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (55).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (30).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (7).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (14).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (108).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (43).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (6).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (29).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (38).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (124).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (80).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (96).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (79).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (14).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (132).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (145).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (59).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (112).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (16).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (104).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (18).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (128).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (34).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (63).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (75).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (5).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (22).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (23).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (74).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (1).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (62).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (35).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (129).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (12).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (19).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (105).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (113).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (58).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (144).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (133).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (97).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (78).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (10).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (81).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (125).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (39).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (7).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (42).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (3).jpeg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (109).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (15).jpg,cauliflower,downy_mildew,No
cauliflower-downy_mildew,cauliflower_Downy Mildew. (54).jpg,cauliflower,downy_mildew,No
cucumber-healthy,cucumber_IMG20200629183258.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-22.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-42 (2).jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-33.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-03.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183106.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183112.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-30 (2).jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183338.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183113.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183107.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-02.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-32.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-16.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-23.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-11-29 (2).jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-09.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-35.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-21.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183059.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-24.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-00.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-14.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-30.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183111.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183105.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183139.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183449.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182958.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182959.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183138.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183104.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183110.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-15.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-31.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183058.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-20.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-34.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-08.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183538.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-30.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-24.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183050_01.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-18.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183048.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-35.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-11.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-39.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183114.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182949.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182948.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183129.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-34.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-10.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183049.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-19.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-25.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-31.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183249.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-27.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-33.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-43 (2).jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-12.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-36.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-06.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183103.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183329.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-31 (2).jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183102.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-07.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-13.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-32.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-10-26.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-48 (2).jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183213.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183207.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183011.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183005.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183039.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-48.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-44.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-11-15.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-11-29.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183401.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183415.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183429.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182910.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182939.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182905.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183428.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183414.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-11-28.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-11-14.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182252.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-45.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183054_01.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183038.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183004.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182859.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183206.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183212.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183204.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183210.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183006.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-47.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-41 (2).jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-11-16.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183416.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183402.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182913.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182907.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-09-02 (2).jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629182906.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183359.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183403.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183417.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-11-17.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_photo_2020-06-28_00-00-46.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183211.jpg,cucumber,healthy,Sí
cucumber-healthy,cucumber_IMG20200629183205.jpg,cucumber,healthy,Sí
